beta,seed,epoch,layer,A_zero_eigenvalue_count,A_dimension,A_effective_rank,A_floored_condition_number,A_log_eigenvalue_spread,A_spectral_floor_ratio,C_zero_eigenvalue_count,C_dimension,C_effective_rank,C_floored_condition_number,C_log_eigenvalue_spread,C_spectral_floor_ratio,floored_kappa_block
0.0,42,5,fc2,0,129,127,10000000.000000002,2.336611860263417,9.999999999999998e-08,0,10,9,10000000.0,4.582620951233466,1e-07,100000000000000.02
0.25,42,1,conv1,0,10,10,5.2788245178821525,0.5487715610702231,1e-07,0,16,16,4.524489939101946,0.4108126489156132,1e-07,23.88398842144248
0.25,42,1,conv2,0,145,145,157.67045260596691,0.8340507115946129,1e-07,0,32,32,780.4207474386135,1.4874587177710592,1e-07,123049.29247173318
0.25,42,1,fc1,46,1569,1485,10000000.0,2.672182623191835,1e-07,3,128,122,10000000.000000002,3.230914387702999,1e-07,100000000000000.02
0.25,42,1,fc2,3,129,123,10000000.000000002,3.1977854142515514,1e-07,0,10,9,10000000.0,4.824778845706906,1e-07,100000000000000.02
0.25,42,2,conv1,0,10,10,5.273624160923334,0.5486765994796506,1e-07,0,16,16,25.821598391163985,0.8286154155559068,1e-07,136.1734051493015
0.25,42,2,conv2,0,145,145,134.77866495654712,0.8803150020642129,1e-07,0,32,32,30.24083873182545,0.5803966612854485,1e-07,4075.8198714416753
0.25,42,2,fc1,0,1569,1569,288699.613765714,1.3284634451135597,1e-07,0,128,128,19664.144019673306,1.4244853411831724,1.0000000000000001e-07,5677030783.513058
0.25,42,2,fc2,0,129,129,23262.572219156868,1.0767260987061131,1e-07,1,10,9,10000000.0,4.76024383169116,1e-07,232625722191.56866
0.25,42,3,conv1,0,10,10,5.255963449073047,0.5474527062567471,1e-07,0,16,16,14.389679372025801,0.6009434540363846,1e-07,75.63162882324801
0.25,42,3,conv2,0,145,145,138.22944137262422,0.8779269302352928,1e-07,0,32,32,5.671224634180111,0.3620965324794129,1e-07,783.9302130813819
0.25,42,3,fc1,0,1569,1569,22604.478353325736,1.1596315164722766,1e-07,0,128,127,10000000.000000002,1.7468369042301495,1e-07,226044783533.25742
0.25,42,3,fc2,1,129,128,10000000.0,1.4199774453013045,1e-07,0,10,10,3006796.524174747,4.395397414727584,1e-07,30067965241747.47
0.25,42,4,conv1,0,10,10,5.265048927102481,0.5481104076989926,1e-07,0,16,16,9.119767873041155,0.4868972942275621,1e-07,48.01602405537901
0.25,42,4,conv2,0,145,145,161.9021797779833,0.8943502665652725,1.0000000000000001e-07,0,32,32,8.180861078063113,0.3766412765967164,1e-07,1324.4992409992803
0.25,42,4,fc1,0,1569,1569,22203.761249701034,1.1607786512220706,1e-07,1,128,127,10000000.0,1.7544186495392344,1e-07,222037612497.01035
0.25,42,4,fc2,1,129,128,10000000.0,1.4339108564517025,1e-07,0,10,10,5106009.5184528455,4.547759112426257,1e-07,51060095184528.45
0.25,42,5,conv1,0,10,10,5.272898261276713,0.5483839915319282,1e-07,0,16,16,6.041523240750524,0.39347993384152263,1e-07,31.85633739161629
0.25,42,5,conv2,0,145,145,169.52217406247937,0.898291500489524,1e-07,0,32,32,39.28192024369304,0.6123501386830399,9.999999999999998e-08,6659.156521059763
0.25,42,5,fc1,0,1569,1569,602070.7193462254,1.3197089863118066,1.0000000000000001e-07,0,128,127,10000000.000000002,1.828767000068287,1e-07,6020707193462.255
0.25,42,5,fc2,1,129,128,10000000.0,1.495161560561773,1e-07,1,10,9,10000000.0,4.702355270021556,1e-07,100000000000000.0
0.5,42,1,conv1,0,10,10,1.0224338055311843,0.0069001195968526885,1e-07,0,16,16,4.522854441946665,0.4107081660205747,1e-07,4.624319278943149
0.5,42,1,conv2,0,145,145,2.00711170594961,0.16139240623001602,1e-07,0,32,32,776.3242799261213,1.4861719240605145,1e-07,1558.1695498526199
0.5,42,1,fc1,46,1569,1485,10000000.0,3.540197380505017,1e-07,3,128,122,10000000.0,3.379735257060236,1e-07,100000000000000.0
0.5,42,1,fc2,3,129,123,10000000.000000002,3.6227649361810492,1e-07,0,10,10,1329774.4102621707,4.229949274224835,1e-07,13297744102621.709
0.5,42,2,conv1,0,10,10,1.022408200410191,0.006895640152062639,1e-07,0,16,16,21.774859063683238,0.8052294212479195,1e-07,22.262794469485918
0.5,42,2,conv2,0,145,145,1.4530010015639268,0.1049753509747188,1e-07,0,32,32,31.646686436473818,0.6092533683227057,1e-07,45.98266708837599
0.5,42,2,fc1,0,1569,1569,481.42024627468186,0.6970752058712328,1e-07,0,128,128,13256.269936818935,1.6123987297666742,1e-07,6381836.737667033
0.5,42,2,fc2,0,129,129,52.67022100288134,0.36203705171227996,1e-07,0,10,10,628488.4221786358,4.004379979658306,1e-07,33102624.09390094
0.5,42,3,conv1,0,10,10,1.0223000924691095,0.006857763302186582,1e-07,0,16,16,10.747430080234347,0.5868429167625268,1e-07,10.987098764828861
0.5,42,3,conv2,0,145,145,1.402255574002804,0.09076908099103818,1e-07,0,32,32,5.916085409410222,0.37984821120482415,1e-07,8.295863741622144
0.5,42,3,fc1,0,1569,1569,13.344891208367407,0.3552531943765738,1e-07,0,128,128,452.82355595666615,1.2233196941570734,1e-07,6042.881090827781
0.5,42,3,fc2,0,129,129,7.869793565904166,0.18615467500091704,1e-07,0,10,10,324250.46140001615,3.805613742615814,1e-07,2551784.194867304
0.5,42,4,conv1,0,10,10,1.022349945036716,0.006878234836038818,1e-07,0,16,16,6.644730306686533,0.47922035989671535,1e-07,6.793239663824778
0.5,42,4,conv2,0,145,145,1.4550151640815456,0.09972748127079613,1e-07,0,32,32,5.887689829697069,0.31951746293072736,1e-07,8.566677983617929
0.5,42,4,fc1,0,1569,1569,9.902494013563409,0.290632038577529,1e-07,1,128,127,10000000.0,1.77389985487864,1e-07,99024940.1356341
0.5,42,4,fc2,1,129,128,10000000.0,1.416303670783422,1e-07,0,10,9,10000000.0,4.834403999470901,1e-07,100000000000000.0
0.5,42,5,conv1,0,10,10,1.0224030087814393,0.006889692938038573,1e-07,0,16,16,4.550472496773786,0.37271640251209487,1e-07,4.652416772078707
0.5,42,5,conv2,0,145,145,1.448733447129614,0.09695588395128207,1e-07,0,32,32,34.47110337463836,0.5931939770022934,1e-07,49.9394404183011
0.5,42,5,fc1,0,1569,1569,138.1809821459306,0.5902434898590445,1e-07,0,128,127,10000000.0,1.7684716340568494,1e-07,1381809821.4593062
0.5,42,5,fc2,1,129,128,10000000.0,1.4184345672870045,1e-07,1,10,9,10000000.0,4.83419362738884,1e-07,100000000000000.0
0.75,42,1,conv1,0,10,10,5.049714493754136,0.5362264298305534,1e-07,0,16,16,4.521219535985304,0.41060368428238714,1e-07,22.830867820309336
0.75,42,1,conv2,0,145,145,42.68552904809924,0.6049654331118369,1e-07,0,32,32,772.2493149763634,1.4848857564752083,1.0000000000000001e-07,32963.8705667983
0.75,42,1,fc1,46,1569,1485,10000000.0,3.5968915079543873,1e-07,3,128,122,10000000.0,3.4607329877698367,1e-07,100000000000000.0
0.75,42,1,fc2,3,129,123,10000000.0,3.6646696136494707,1e-07,0,10,10,138639.2196689635,3.5379294043067433,1e-07,1386392196689.6348
0.75,42,2,conv1,0,10,10,5.044992524595657,0.536136886233892,1e-07,0,16,16,14.251520197293036,0.7131234679319337,1e-07,71.8988128594674
0.75,42,2,conv2,0,145,145,45.15176845480232,0.6268176793672308,1.0000000000000001e-07,0,32,32,51.40860569275251,0.6694923677274031,1e-07,2321.189460823394
0.75,42,2,fc1,0,1569,1569,53713.39475185812,0.9447032636984714,1e-07,0,128,127,10000000.0,2.1465142556696315,1e-07,537133947518.5812
0.75,42,2,fc2,0,129,128,10000000.0,1.743104780735968,1e-07,1,10,9,10000000.0,4.8173325915624,1e-07,100000000000000.0
0.75,42,3,conv1,0,10,10,5.029160967633985,0.5349804166326756,1e-07,0,16,16,5.582082933109519,0.483516978498342,1e-07,28.07319360529022
0.75,42,3,conv2,0,145,145,48.143570236359885,0.6566884269469632,1e-07,0,32,32,4.9073359969482935,0.36413844211997964,1e-07,236.25667524249732
0.75,42,3,fc1,0,1569,1569,291.3132881179975,0.6786425635015813,1e-07,1,128,126,10000000.000000002,2.664507956339977,1e-07,2913132881.1799755
0.75,42,3,fc2,2,129,127,10000000.0,2.02081118780603,1e-07,1,10,9,10000000.0,4.795695473556395,1e-07,100000000000000.0
0.75,42,4,conv1,0,10,10,5.037363087025895,0.5356015691652868,1e-07,0,16,16,3.7592681704971054,0.3844142483606899,1e-07,18.936798716293488
0.75,42,4,conv2,0,145,145,49.700781874812385,0.6708173219920075,1e-07,0,32,32,4.391155999766525,0.29426723990861064,1e-07,218.24388652266975
0.75,42,4,fc1,0,1569,1569,340.09613785959095,0.7246162742308979,1e-07,1,128,127,10000000.000000002,1.8504636390706322,1e-07,3400961378.59591
0.75,42,4,fc2,1,129,128,10000000.000000002,1.5674919789410253,9.999999999999998e-08,1,10,9,10000000.000000002,4.7817392498490205,1e-07,100000000000000.03
0.75,42,5,conv1,0,10,10,5.044349324157619,0.5358578334196268,1e-07,0,16,16,2.7302115716484625,0.27606750387998874,1e-07,13.772140896252234
0.75,42,5,conv2,0,145,145,50.68245605638327,0.680787414553501,1e-07,0,32,32,10.626649490497318,0.397186218499787,1.0000000000000001e-07,538.584695828718
0.75,42,5,fc1,0,1569,1569,361.4298464192844,0.7576283588947827,1e-07,0,128,126,10000000.0,2.2321161146662782,1e-07,3614298464.192844
0.75,42,5,fc2,0,129,127,10000000.000000002,1.9785585825520031,9.999999999999998e-08,0,10,10,77050.4975340715,3.335457099017763,1.0000000000000001e-07,770504975340.7152
1.0,42,1,conv1,0,10,10,26.07166990540314,1.078713930305232,9.999999999999998e-08,0,16,16,4.51958522100416,0.4104992037019338,1e-07,117.83313399135896
1.0,42,1,conv2,0,145,145,3074.5814106646367,1.3097509644684038,1e-07,0,32,32,768.1957397213129,1.483600216643548,1e-07,2361880.341098918
1.0,42,1,fc1,46,1569,1486,10000000.0,3.6013122529392314,1e-07,3,128,122,10000000.0,3.448174070885507,1e-07,100000000000000.0
1.0,42,1,fc2,3,129,123,10000000.000000002,3.6570368445463175,1e-07,0,10,10,14478.522959701015,2.846135986581675,1.0000000000000001e-07,144785229597.01016
1.0,42,2,conv1,0,10,10,26.022281960092993,1.0785321708687934,1e-07,0,16,16,10.407870989615947,0.6185785262048729,1e-07,270.8365534960583
1.0,42,2,conv2,0,145,145,2832.793756548746,1.2983518929811513,1e-07,0,32,32,77.39473937950791,0.7675152413570234,1e-07,219243.33450398737
1.0,42,2,fc1,2,1569,1564,10000000.0,1.6298597420557472,1e-07,0,128,127,10000000.0,2.3306758566945027,1e-07,100000000000000.0
1.0,42,2,fc2,1,129,128,10000000.0,1.9609441158860614,1e-07,0,10,10,27773.767781138125,3.0449635877787835,1.0000000000000001e-07,277737677811.3812
1.0,42,3,conv1,0,10,10,25.85648423600019,1.0761856333257398,9.999999999999998e-08,0,16,16,3.0082606626769284,0.3255553986951828,1e-07,77.78304440228548
1.0,42,3,conv2,0,145,145,2833.305322576983,1.314818729208782,1e-07,0,32,32,4.944762839783423,0.3979280883744393,1e-07,14010.02287283925
1.0,42,3,fc1,0,1569,1569,70824.54023025771,1.3250561664755753,1e-07,3,128,124,10000000.0,3.55128133630622,1e-07,708245402302.5771
1.0,42,3,fc2,1,129,127,10000000.0,2.4615447892918882,1e-07,1,10,9,10000000.0,4.780347265296199,1e-07,100000000000000.0
1.0,42,4,conv1,0,10,10,25.942157326392618,1.0774461524185464,1e-07,0,16,16,2.1779238916100696,0.2537242146671136,1e-07,56.50004424105769
1.0,42,4,conv2,0,145,145,3276.5614960759494,1.3340445786855364,1e-07,0,32,32,3.9981271551651063,0.30946448426891554,1e-07,13100.10949302966
1.0,42,4,fc1,0,1569,1569,103263.4618835852,1.416488978219225,1e-07,2,128,123,10000000.0,3.324490545924199,1e-07,1032634618835.852
1.0,42,4,fc2,2,129,126,10000000.000000002,2.732027926170664,9.999999999999998e-08,0,10,10,33764.86112160387,3.0452219487706333,1e-07,337648611216.03876
1.0,42,5,conv1,0,10,10,26.015514970290006,1.0779672775523743,1e-07,0,16,16,1.9577067137308906,0.19110546154916733,1e-07,50.930748318503234
1.0,42,5,conv2,0,145,145,3373.6035294604917,1.3387868897635609,1e-07,0,32,32,5.841162320446187,0.3053151588631519,1e-07,19705.76582040889
1.0,42,5,fc1,0,1569,1569,118563.27867118154,1.469022871417569,1e-07,1,128,125,10000000.0,2.727932574231422,1e-07,1185632786711.8154
1.0,42,5,fc2,3,129,126,10000000.0,2.620535434023577,1e-07,0,10,10,2706.7853140945685,2.313504271319792,9.999999999999998e-08,27067853140.945686
0.0,7,1,conv1,0,10,10,26.93934407010298,1.0877987916514424,1e-07,0,16,16,10.216534440313987,0.7376983305130536,1e-07,275.22673649167547
0.0,7,1,conv2,0,145,145,25034.92208492366,1.6983388460245155,1e-07,0,32,32,831.6628668344816,1.4297188375008956,1.0000000000000001e-07,20820615.072125487
0.0,7,1,fc1,5,1569,1471,10000000.0,2.0960789697080435,1e-07,10,128,107,10000000.0,4.585599812614965,1.0000000000000001e-07,100000000000000.0
0.0,7,1,fc2,8,129,112,10000000.0,3.333159063087645,1e-07,1,10,9,10000000.0,4.823354274090074,1e-07,100000000000000.0
0.0,7,2,conv1,0,10,10,27.007664375812723,1.0885908768107748,1e-07,0,16,16,118.35125423044258,1.159952875232115,1e-07,3196.3909527122787
0.0,7,2,conv2,0,145,145,46625.42811022953,1.8577287924467516,1e-07,0,32,32,13.877990206957596,0.4861750517266266,1e-07,647067.2347089709
0.0,7,2,fc1,0,1569,1545,10000000.0,2.083863961752348,1e-07,1,128,125,10000000.000000002,2.8318501456500145,9.999999999999998e-08,100000000000000.02
0.0,7,2,fc2,0,129,128,10000000.0,2.542416048680072,1e-07,1,10,9,10000000.0,4.621085714683654,1.0000000000000001e-07,100000000000000.0
0.0,7,3,conv1,0,10,10,27.316771211796073,1.0913538137171461,1e-07,0,16,16,73.2260509532953,1.0360128310727912,1.0000000000000001e-07,2000.2992806344894
0.0,7,3,conv2,0,145,145,59040.444952844315,1.9113537790934756,1e-07,0,32,32,7.2491211811858856,0.3658421598436479,1e-07,427991.34005430306
0.0,7,3,fc1,0,1569,1566,10000000.0,2.0418829891403547,1e-07,0,128,126,10000000.0,2.8048004942129707,1e-07,100000000000000.0
0.0,7,3,fc2,1,129,126,10000000.0,2.554599665797915,1e-07,1,10,9,10000000.000000002,4.547969500563887,1e-07,100000000000000.02
0.0,7,4,conv1,0,10,10,27.232923422292124,1.0909579735852188,1e-07,0,16,16,37.327892700167894,0.9280518486229153,1e-07,1016.5476434192094
0.0,7,4,conv2,0,145,145,38031.54762771761,1.8760341908644549,1e-07,0,32,32,6.2603942680433935,0.3372049145266541,9.999999999999998e-08,238092.48277338265
0.0,7,4,fc1,0,1569,1567,10000000.000000002,2.0238086887591997,1e-07,0,128,127,10000000.0,2.481199104172072,1e-07,100000000000000.02
0.0,7,4,fc2,0,129,127,10000000.0,2.363333150072072,1e-07,0,10,9,10000000.0,4.602718215216782,1e-07,100000000000000.0
0.0,7,5,conv1,0,10,10,27.38946488160475,1.0924294975025584,1e-07,0,16,16,20.336309458941958,0.7856930986696036,1e-07,557.0006337471373
0.0,7,5,conv2,0,145,145,34437.237477330156,1.85531373963411,1e-07,0,32,32,5.999323497686032,0.3176663322596098,1e-07,206600.12799314086
0.0,7,5,fc1,0,1569,1566,10000000.0,2.003224479616912,1e-07,2,128,124,10000000.0,2.8675856947241543,1e-07,100000000000000.0
0.0,7,5,fc2,2,129,126,10000000.0,2.4843351065613737,1e-07,1,10,9,10000000.0,4.478224080191311,1e-07,100000000000000.0
0.25,7,1,conv1,0,10,10,5.247729871191676,0.5470159508774096,1e-07,0,16,16,10.211435627099604,0.7375423577567073,1e-07,53.58685576808149
0.25,7,1,conv2,0,145,145,299.9744743657871,0.9796817248983469,1.0000000000000001e-07,0,32,32,827.6415722060873,1.4284660181830546,1e-07,248271.34558579465
0.25,7,1,fc1,5,1569,1549,10000000.0,2.190466467663244,1e-07,10,128,107,10000000.0,4.937345860733377,1e-07,100000000000000.0
0.25,7,1,fc2,8,129,113,10000000.000000002,4.140425585321493,1e-07,1,10,9,10000000.0,4.829305785941195,1e-07,100000000000000.02
0.25,7,2,conv1,0,10,10,5.254512515971813,0.5474196202790724,1e-07,0,16,16,84.8543028717842,1.062472685768009,1e-07,445.867996473853
0.25,7,2,conv2,0,145,145,307.1891895558315,0.9774398639017111,1e-07,0,32,32,7.393026825883578,0.3910125692660663,1e-07,2271.057919007698
0.25,7,2,fc1,0,1569,1569,15381.374141392624,1.1309740416229916,1e-07,0,128,128,4461.591576027799,1.506901073477654,1.0000000000000001e-07,68625409.29696916
0.25,7,2,fc2,0,129,129,1160.8547989353963,1.0700412744677548,1e-07,1,10,9,10000000.0,4.734482450778035,1e-07,11608547989.353962
0.25,7,3,conv1,0,10,10,5.284910166934875,0.5488184530319079,1e-07,0,16,16,47.821725894186784,0.9096746154316688,1e-07,252.7335253785605
0.25,7,3,conv2,0,145,145,388.5386781491955,1.0052817856380092,9.999999999999998e-08,0,32,32,4.442473003237136,0.2630528121029514,1e-07,1726.0725883912435
0.25,7,3,fc1,0,1569,1569,17170.548685430378,1.0770468872186612,1e-07,0,128,128,2462.434958147203,1.4007448419126138,1e-07,42281359.33357226
0.25,7,3,fc2,0,129,129,934.3343132789723,1.0045283812763206,1e-07,1,10,9,10000000.000000002,4.691326667943791,9.999999999999998e-08,9343343132.789724
0.25,7,4,conv1,0,10,10,5.276727737317326,0.5486199445908282,1e-07,0,16,16,22.664603327869,0.7661484560538251,1e-07,119.5949410354609
0.25,7,4,conv2,0,145,145,254.65932067588602,0.9511747898384095,1e-07,0,32,32,3.7353212795699635,0.22663684301327497,1e-07,951.2343795614682
0.25,7,4,fc1,0,1569,1569,18086.27722379519,1.0465962121320742,1e-07,0,128,128,6737.220556517442,1.414986379829062,1e-07,121851238.70302616
0.25,7,4,fc2,0,129,129,1628.8468138630676,1.0225961378989676,1e-07,1,10,9,10000000.0,4.699430751238137,1e-07,16288468138.630676
0.25,7,5,conv1,0,10,10,5.292108545697444,0.5493659915657052,1e-07,0,16,16,11.00243913231907,0.6278929389149809,1.0000000000000001e-07,58.22610215566173
0.25,7,5,conv2,0,145,145,224.00243543028859,0.9429808617253947,9.999999999999998e-08,0,32,32,3.1466177291940274,0.1943218435698065,9.999999999999998e-08,704.8500347075864
0.25,7,5,fc1,0,1569,1569,18409.40393105314,1.022211940428742,1e-07,0,128,128,2458.007922183329,1.4306077982805778,9.999999999999998e-08,45250460.70520154
0.25,7,5,fc2,0,129,129,4479.898337915701,1.0897068052139283,1e-07,0,10,9,10000000.0,4.634009297963935,1e-07,44798983379.157005
0.5,7,1,conv1,0,10,10,1.0222471909239819,0.006840845832816484,1e-07,0,16,16,10.206339358573578,0.7373863874415367,1e-07,10.433401738918715
0.5,7,1,conv2,0,145,145,3.5943664999548837,0.3194373225144676,1e-07,0,32,32,823.639721526838,1.427213558279343,1.0000000000000001e-07,2960.463023088236
0.5,7,1,fc1,5,1569,1559,10000000.0,2.159349733323361,1e-07,10,128,107,10000000.0,5.342008966870076,1e-07,100000000000000.0
0.5,7,1,fc2,8,129,114,10000000.000000002,5.036672142950756,1e-07,1,10,9,10000000.0,4.835308916660903,1e-07,100000000000000.02
0.5,7,2,conv1,0,10,10,1.0222987592081847,0.0068586473766365065,1e-07,0,16,16,79.39116870441902,1.090399926215761,9.999999999999998e-08,81.16149325861522
0.5,7,2,conv2,0,145,145,2.671028539314709,0.22249145180073485,1e-07,0,32,32,5.576469702828062,0.3470652440763214,1e-07,14.894909724877568
0.5,7,2,fc1,0,1569,1569,9.684845476041378,0.34692650849900036,1e-07,1,128,127,10000000.0,1.7541927443428587,1e-07,96848454.76041378
0.5,7,2,fc2,1,129,128,10000000.0,1.4208167504099836,1e-07,1,10,9,10000000.0,4.834593969211096,1e-07,100000000000000.0
0.5,7,3,conv1,0,10,10,1.0224588863749242,0.0069012138970457665,1e-07,0,16,16,39.353328164019324,0.9087861395634445,1e-07,40.23716008973014
0.5,7,3,conv2,0,145,145,2.929799105247207,0.23906618763579818,1e-07,0,32,32,3.1220340216298426,0.20224652569771753,1.0000000000000001e-07,9.146932483122452
0.5,7,3,fc1,0,1569,1569,8.50091839506051,0.21891952292599753,1e-07,0,128,128,317.00949689696677,1.0993065900656096,1e-07,2694.871863580302
0.5,7,3,fc2,0,129,129,1.5177373134435816,0.06267195619905065,1e-07,1,10,9,10000000.0,4.83396467177759,1e-07,15177373.134435816
0.5,7,4,conv1,0,10,10,1.0224335882713866,0.006897980893481917,1e-07,0,16,16,17.24877542506455,0.7268352626221779,1e-07,17.63572735113606
0.5,7,4,conv2,0,145,145,2.091669299222363,0.1622391314050947,1e-07,0,32,32,2.296003386505509,0.14216032562394823,1e-07,4.80247979446415
0.5,7,4,fc1,0,1569,1569,8.672972418684376,0.1795774833543656,1e-07,0,128,128,660.1336129023647,1.2905375330525342,1e-07,5725.320617348677
0.5,7,4,fc2,0,129,129,48.08649335135814,0.4758160906811669,1e-07,1,10,9,10000000.000000002,4.833906107425549,1e-07,480864933.5135815
0.5,7,5,conv1,0,10,10,1.02252501027333,0.0069225901931747585,1e-07,0,16,16,7.50364952140061,0.5343715406839088,1e-07,7.672669303957627
0.5,7,5,conv2,0,145,145,1.8881669951755862,0.14124864846809043,1e-07,0,32,32,1.8407668163357704,0.10056053772283548,1e-07,3.4756751484196418
0.5,7,5,fc1,0,1569,1569,8.017883305491148,0.14706308694595013,1e-07,0,128,128,4417.645455165356,1.3095444289417213,1e-07,35420.16574454915
0.5,7,5,fc2,0,129,129,363.5421480176009,0.5191825532925166,1e-07,0,10,10,2316732.5220014537,4.395029703924583,1e-07,842229917.4306422
0.75,7,1,conv1,0,10,10,5.021802399325904,0.5345720261017348,1e-07,0,16,16,10.201245633465913,0.7372304195690924,1e-07,51.22863979825202
0.75,7,1,conv2,0,145,145,37.812095809490785,0.5578051619177775,1e-07,0,32,32,819.6572207804542,1.4259614587368101,1e-07,30992.957363091475
0.75,7,1,fc1,5,1569,1559,10000000.000000002,2.026536674417529,9.999999999999998e-08,10,128,109,10000000.0,5.55977261454635,1e-07,100000000000000.02
0.75,7,1,fc2,8,129,114,10000000.0,5.166419969270359,1e-07,1,10,9,10000000.0,4.826739860810226,1.0000000000000001e-07,100000000000000.0
0.75,7,2,conv1,0,10,10,5.027785758653272,0.5349453226337356,1e-07,0,16,16,60.31506917307958,1.0571996896646418,1e-07,303.2512458205965
0.75,7,2,conv2,0,145,145,38.60477492583345,0.5813342797442345,1e-07,0,32,32,6.218553740319382,0.34847957275533553,1.0000000000000001e-07,240.06586750922952
0.75,7,2,fc1,0,1569,1569,189.56437495024417,0.5281166067121226,1e-07,0,128,127,10000000.0,1.9608067398813704,1e-07,1895643749.5024416
0.75,7,2,fc2,1,129,128,10000000.0,1.6767181859707008,1e-07,1,10,9,10000000.0,4.813330423782982,1e-07,100000000000000.0
0.75,7,3,conv1,0,10,10,5.055287994380672,0.536275063572518,1e-07,0,16,16,25.323204644764566,0.8438762381367673,1e-07,128.01609241992318
0.75,7,3,conv2,0,145,145,41.35499951942086,0.6075380951104116,1e-07,0,32,32,2.200806237689176,0.16038014259678,1.0000000000000001e-07,91.0143409019743
0.75,7,3,fc1,0,1569,1569,287.80714879912927,0.6633603300327053,1e-07,0,128,128,233.7466470652942,1.1046585320662599,1e-07,67273.95603321868
0.75,7,3,fc2,0,129,129,256.19671163506644,0.9336292678643048,1e-07,0,10,10,95723.96398788491,3.4016019732749685,9.999999999999998e-08,24524164.798369635
0.75,7,4,conv1,0,10,10,5.047710862260547,0.536078833514118,1e-07,0,16,16,11.230793038847372,0.657985350300195,1e-07,56.68979601399001
0.75,7,4,conv2,0,145,145,43.05003914024646,0.6229264305834291,1e-07,0,32,32,1.5769108648826689,0.09601728203372581,1e-07,67.88607445387879
0.75,7,4,fc1,0,1569,1569,315.2809639279569,0.6970222622273783,1.0000000000000001e-07,0,128,126,10000000.0,2.262040654921588,1e-07,3152809639.279569
0.75,7,4,fc2,1,129,128,10000000.0,1.6355761581095802,1e-07,0,10,10,432723.15552132035,3.8494231585309637,1.0000000000000001e-07,4327231555213.2036
0.75,7,5,conv1,0,10,10,5.061518920656215,0.5367839376431908,1e-07,0,16,16,4.440971249996362,0.4314969857213081,1e-07,22.478060007946866
